goodreads_book_id,title,genres,authors,average_rating
70241,Crash,"['science-fiction', 'horror', 'contemporary', 'literary-fiction', 'science', 'thriller', 'adult-fiction', 'speculative-fiction']",['J.G. Ballard'],[3.58]
70287,"The Many Lives & Secret Sorrows of Josephine B. (Josephine Bonaparte, #1)","['historical-fiction', 'historical', 'romance', 'biography', 'adult-fiction', 'historical-romance', 'biographical-fiction', 'drama', 'non-fiction', 'memoir', 'war']",['Sandra Gulland'],[4.09]
70401,On the Road,"['travel', 'classic', 'non-fiction', 'adventure', 'memoir', 'biography', 'literary-fiction', 'contemporary', 'adult-fiction', 'classic-literature', 'philosophy', 'poetry', 'historical-fiction']",['Jack Kerouac'],[3.64]
70420,The Undercover Economist,"['economics', 'non-fiction', 'business', 'science', 'politics', 'sociology', 'psychology', 'self-help']",['Tim Harford'],[3.79]
70487,Attack of the Deranged Mutant Killer Monster Snow Goons,"['humor', 'graphic-novel', 'comedy', 'children', 'fantasy', 'young-adult', 'adventure', 'classic', 'philosophy', 'non-fiction']",['Bill Watterson'],[4.72]
70489,There's Treasure Everywhere: A Calvin and Hobbes Collection,"['humor', 'comedy', 'graphic-novel', 'children', 'fantasy', 'adventure', 'young-adult', 'philosophy', 'classic', 'non-fiction']",['Bill Watterson'],[4.74]
70509,Absurdistan,"['humor', 'contemporary', 'literary-fiction', 'politics', 'adult-fiction', 'comedy', 'war']",['Gary Shteyngart'],[3.29]
70535,"2001: A Space Odyssey (Space Odyssey, #1)","['science-fiction', 'classic', 'fantasy', 'science', 'speculative-fiction', 'adventure', 'adult-fiction']",['Arthur C. Clarke'],[4.12]
70539,"2010: Odyssey Two (Space Odyssey, #2)","['science-fiction', 'science', 'fantasy', 'adventure', 'speculative-fiction', 'classic', 'mystery']",['Arthur C. Clarke'],[3.89]
70561,The Gulag Archipelago 1918-1956,"['non-fiction', 'biography', 'politics', 'memoir', 'historical', 'historical-fiction', 'classic', 'war', 'philosophy', 'psychology']","['Aleksandr Solzhenitsyn, Edward E. Ericson Jr.']",[4.15]
70912,The Dice Man,"['psychology', 'contemporary', 'thriller', 'philosophy', 'humor', 'crime', 'non-fiction', 'comedy', 'adult-fiction', 'fantasy', 'drama', 'classic', 'biography', 'crime-thriller', 'religion', 'horror']",['Luke Rhinehart'],[3.6]
71252,The Kindly Ones (The Sandman #9),"['fantasy', 'graphic-novel', 'horror', 'mythology', 'urban-fantasy', 'dark-fantasy', 'paranormal', 'speculative-fiction', 'science-fiction', 'young-adult', 'contemporary', 'gothic']","[""Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell""]",[4.59]
71292,"Asterix the Gaul (Asterix, #1)","['graphic-novel', 'humor', 'historical-fiction', 'children', 'adventure', 'fantasy', 'comedy', 'historical', 'young-adult', 'classic']","['René Goscinny, Albert Uderzo, Anthea Bell, Derek Hockridge']",[4.18]
71332,Push,"['young-adult', 'contemporary', 'adult-fiction', 'drama', 'non-fiction', 'poetry', 'urban-fiction', 'literary-fiction', 'family', 'memoir', 'biography']",['Sapphire'],[3.82]
71458,Stupeur et tremblements,"['contemporary', 'non-fiction', 'humor', 'biography', 'memoir', 'literary-fiction', 'drama']",['Amélie Nothomb'],[3.72]
71622,The Widow of the South,"['historical-fiction', 'historical', 'war', 'adult-fiction', 'romance', 'non-fiction', 'literary-fiction', 'biography', 'military', 'biographical-fiction']",['Robert Hicks'],[3.75]
71728,Jonathan Livingston Seagull,"['philosophy', 'fantasy', 'spirituality', 'classic', 'self-help', 'young-adult', 'religion', 'non-fiction', 'contemporary', 'adult-fiction', 'children', 'adventure', 'literary-fiction', 'poetry', 'classic-literature']","['Richard Bach, Russell Munson']",[3.8]
71771,"The Bastard (Kent Family Chronicles, #1)","['historical-fiction', 'historical', 'war', 'historical-romance', 'romance', 'drama', 'adult-fiction', 'epic', 'adventure']",['John Jakes'],[4.09]
71776,"At Home in Mitford (Mitford Years, #1)","['adult-fiction', 'contemporary', 'religion', 'romance', 'humor', 'spirituality', 'drama', 'mystery']",['Jan Karon'],[4.11]
71784,"A New Song (Mitford Years, #5)","['adult-fiction', 'contemporary', 'spirituality', 'romance', 'humor', 'religion', 'drama']",['Jan Karon'],[4.28]
71787,"In This Mountain (Mitford Years, #7)","['adult-fiction', 'contemporary', 'spirituality', 'romance', 'religion', 'drama', 'humor']",['Jan Karon'],[4.32]
71811,"Moon Called (Mercy Thompson, #1)","['urban-fantasy', 'fantasy', 'paranormal', 'romance', 'paranormal-romance', 'mystery', 'contemporary', 'young-adult', 'adult-fiction', 'action', 'adventure', 'horror', 'science-fiction']",['Patricia Briggs'],[4.18]
71823,"The Green Mile, Part 6: Coffey on the Mile","['horror', 'thriller', 'fantasy', 'mystery', 'suspense', 'drama', 'crime', 'paranormal', 'science-fiction', 'adventure', 'suspense-thriller']",['Stephen King'],[4.55]
71863,"A Killing Frost (Tomorrow, #3)","['young-adult', 'war', 'dystopian', 'adventure', 'action', 'science-fiction', 'young-adult-fiction', 'thriller', 'contemporary', 'drama', 'suspense']",['John Marsden'],[4.19]
71864,"The Dead of Night (Tomorrow, #2)","['young-adult', 'war', 'dystopian', 'adventure', 'action', 'science-fiction', 'young-adult-fiction', 'thriller', 'romance', 'contemporary', 'drama', 'suspense', 'fantasy', 'speculative-fiction']",['John Marsden'],[4.13]
71865,"Tomorrow, When the War Began (Tomorrow, #1)","['young-adult', 'dystopian', 'adventure', 'science-fiction', 'war', 'romance', 'action', 'fantasy', 'thriller', 'contemporary', 'young-adult-fiction', 'suspense', 'drama', 'mystery']",['John Marsden'],[4.05]
71867,"The Other Side of Dawn (Tomorrow, #7)","['young-adult', 'war', 'dystopian', 'adventure', 'action', 'science-fiction', 'young-adult-fiction', 'thriller', 'contemporary', 'drama', 'suspense', 'military']",['John Marsden'],[4.21]
71869,"Burning For Revenge (Tomorrow, #5)","['young-adult', 'war', 'dystopian', 'adventure', 'action', 'science-fiction', 'young-adult-fiction', 'thriller', 'contemporary', 'drama', 'suspense']",['John Marsden'],[4.18]
71870,"Darkness, Be My Friend (Tomorrow, #4)","['young-adult', 'war', 'dystopian', 'adventure', 'action', 'science-fiction', 'young-adult-fiction', 'thriller', 'contemporary', 'drama', 'suspense']",['John Marsden'],[4.11]
71984,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001","['non-fiction', 'politics', 'war', 'military', 'historical', 'religion', 'contemporary', 'biography']",['Steve Coll'],[4.28]
72003,Angels in America,"['drama', 'fantasy', 'contemporary', 'religion', 'historical-fiction', 'politics', 'historical', 'romance', 'magical-realism', 'adult-fiction', 'paranormal']",['Tony Kushner'],[4.29]
72148,Restless,"['historical-fiction', 'mystery', 'thriller', 'historical', 'war', 'crime', 'contemporary', 'suspense', 'drama', 'crime-thriller', 'literary-fiction', 'family']",['William  Boyd'],[3.84]
72159,Cat on a Hot Tin Roof,"['drama', 'classic', 'romance', 'classic-literature', 'family', 'contemporary', 'literary-fiction', 'historical-fiction']",['Tennessee Williams'],[4.07]
72223,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,"['non-fiction', 'historical', 'historical-fiction', 'economics', 'biography', 'science', 'politics', 'western']",['Timothy Egan'],[4.04]
72536,The Sociopath Next Door,"['non-fiction', 'psychology', 'science', 'sociology', 'true-crime', 'self-help', 'crime', 'health', 'philosophy', 'horror']",['Martha Stout'],[3.75]
72623,Dream Man,"['romance', 'romantic-suspense', 'suspense', 'contemporary', 'paranormal', 'mystery', 'paranormal-romance', 'thriller', 'crime', 'fantasy', 'action', 'suspense-thriller', 'drama']",['Linda Howard'],[4.04]
72657,Pedagogy of the Oppressed,"['philosophy', 'non-fiction', 'politics', 'sociology', 'psychology', 'economics']","['Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull']",[4.25]
72659,Never Cry Wolf,"['non-fiction', 'science', 'memoir', 'biography', 'adventure', 'travel', 'classic', 'humor', 'young-adult', 'historical', 'historical-fiction']",['Farley Mowat'],[4.19]
72854,"Into the Wilderness (Wilderness, #1)","['historical-fiction', 'romance', 'historical', 'historical-romance', 'adventure', 'adult-fiction', 'western', 'epic', 'fantasy']",['Sara Donati'],[4.1]
72855,"Lake in the Clouds (Wilderness, #3)","['historical-fiction', 'romance', 'historical', 'historical-romance', 'adventure', 'western', 'adult-fiction', 'mystery', 'family', 'epic', 'fantasy']",['Sara Donati'],[4.31]
72929,Affinity,"['historical-fiction', 'historical', 'mystery', 'gothic', 'romance', 'literary-fiction', 'paranormal', 'horror', 'adult-fiction', 'fantasy', 'thriller', 'contemporary', 'crime', 'drama', 'suspense']",['Sarah Waters'],[3.73]
72978,Titus Andronicus,"['drama', 'classic', 'poetry', 'historical-fiction', 'historical', 'classic-literature', 'horror', 'non-fiction', 'war']",['William Shakespeare'],[3.71]
73051,Better than Life (Red Dwarf #2),"['science-fiction', 'humor', 'comedy', 'fantasy', 'science', 'adventure', 'contemporary', 'cyberpunk']",['Grant Naylor'],[4.05]
73062,Scarlett,"['historical-fiction', 'romance', 'historical', 'historical-romance', 'classic', 'adult-fiction', 'drama', 'contemporary', 'war', 'classic-literature', 'epic']",['Alexandra Ripley'],[3.44]
73064,"Natural Born Charmer (Chicago Stars, #7)","['romance', 'contemporary', 'sports', 'humor', 'adult-fiction', 'romantic-comedy', 'family', 'comedy']",['Susan Elizabeth Phillips'],[4.15]
73070,"It Had to Be You (Chicago Stars, #1)","['romance', 'contemporary', 'sports', 'humor', 'adult-fiction', 'romantic-comedy', 'new-adult']",['Susan Elizabeth Phillips'],[4.04]
73080,"Nobody's Baby But Mine (Chicago Stars, #3)","['romance', 'contemporary', 'sports', 'humor', 'romantic-comedy', 'adult-fiction', 'family', 'comedy']",['Susan Elizabeth Phillips'],[4.06]
73084,"Heaven, Texas (Chicago Stars, #2)","['romance', 'contemporary', 'sports', 'humor', 'romantic-comedy', 'adult-fiction', 'family']",['Susan Elizabeth Phillips'],[4.08]
73086,Kiss an Angel,"['romance', 'contemporary', 'humor', 'new-adult', 'romantic-comedy', 'drama', 'adult-fiction']",['Susan Elizabeth Phillips'],[4.21]
73089,"Match Me If You Can (Chicago Stars, #6)","['romance', 'contemporary', 'sports', 'humor', 'adult-fiction', 'romantic-comedy', 'comedy']",['Susan Elizabeth Phillips'],[4.13]
73095,"Dream a Little Dream (Chicago Stars, #4)","['romance', 'contemporary', 'sports', 'humor', 'family', 'adult-fiction', 'drama', 'romantic-comedy']",['Susan Elizabeth Phillips'],[4.18]
73100,"This Heart of Mine (Chicago Stars, #5)","['romance', 'contemporary', 'sports', 'humor', 'adult-fiction', 'romantic-comedy', 'family']",['Susan Elizabeth Phillips'],[4.12]
73184,"Living Buddha, Living Christ","['religion', 'spirituality', 'non-fiction', 'philosophy', 'self-help', 'psychology']",['Thich Nhat Hanh'],[4.13]
73186,The Case for Christ,"['religion', 'non-fiction', 'spirituality', 'philosophy', 'science', 'historical']",['Lee Strobel'],[4.1]
73297,The Scarlet Thread ,"['historical-fiction', 'romance', 'contemporary', 'adult-fiction', 'historical', 'religion', 'drama', 'spirituality']",['Francine Rivers'],[4.14]
73385,A Knight in Shining Armor,"['romance', 'historical-romance', 'historical', 'historical-fiction', 'fantasy', 'paranormal', 'contemporary', 'paranormal-romance', 'adult-fiction', 'science-fiction', 'adventure', 'travel', 'mystery']",['Jude Deveraux'],[4.23]
73860,Dibs in Search of Self,"['psychology', 'non-fiction', 'memoir', 'children', 'biography', 'science', 'young-adult', 'drama']",['Virginia M. Axline'],[4.13]
73864,A Man Named Dave (Dave Pelzer #3),"['non-fiction', 'biography', 'memoir', 'psychology', 'self-help', 'young-adult', 'drama', 'family', 'contemporary', 'sociology', 'true-crime']",['Dave Pelzer'],[3.87]
73906,"Taliesin (The Pendragon Cycle, #1)","['historical-fiction', 'fantasy', 'mythology', 'historical', 'adventure', 'romance', 'adult-fiction', 'religion', 'young-adult', 'epic']",['Stephen R. Lawhead'],[3.98]
73945,Apology,"['philosophy', 'non-fiction', 'classic', 'politics', 'historical', 'classic-literature', 'biography']","['Plato, James J. Helm']",[4.15]
73960,Lorna Doone,"['historical-fiction', 'romance', 'classic', 'historical', 'adventure', 'classic-literature', 'historical-romance', 'children', 'adult-fiction', 'literary-fiction', 'young-adult', 'action']","['R.D. Blackmore, Michelle Allen']",[3.71]
73965,Drinking: A Love Story,"['memoir', 'non-fiction', 'psychology', 'biography', 'self-help', 'health', 'sociology', 'contemporary', 'family']",['Caroline Knapp'],[4.04]
73968,"Love Story (Love Story, #1)","['romance', 'contemporary', 'drama', 'classic', 'adult-fiction', 'young-adult']",['Erich Segal'],[3.6]
74033,"Innocent in Death (In Death, #24)","['mystery', 'crime', 'romantic-suspense', 'romance', 'suspense', 'science-fiction', 'fantasy', 'thriller', 'adult-fiction', 'urban-fantasy', 'crime-thriller']",['J.D. Robb'],[4.36]
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,"['non-fiction', 'philosophy', 'psychology', 'politics', 'business', 'contemporary', 'sociology']","['Neil Postman, Andrew Postman']",[4.14]
74036,"Ceremony in Death (In Death, #5)","['mystery', 'romance', 'crime', 'romantic-suspense', 'suspense', 'science-fiction', 'thriller', 'fantasy', 'urban-fantasy', 'adult-fiction', 'contemporary', 'action', 'crime-thriller', 'suspense-thriller']",['J.D. Robb'],[4.26]
74169,Facing Your Giants: A David and Goliath Story for Everyday People,"['non-fiction', 'religion', 'spirituality', 'self-help', 'psychology']",['Max Lucado'],[4.43]
74256,"Le Petit Nicolas (Le petit Nicolas, #1)","['children', 'humor', 'young-adult', 'classic', 'comedy', 'adventure', 'graphic-novel']","['René Goscinny, Jean-Jacques Sempé']",[4.13]
74270,"Luck in the Shadows (Nightrunner, #1)","['romance', 'adventure', 'fantasy', 'mystery', 'adult-fiction', 'action', 'epic', 'speculative-fiction', 'young-adult', 'historical', 'science-fiction']",['Lynn Flewelling'],[4.08]
74389,"The Plains of Passage (Earth's Children, #4)","['historical-fiction', 'historical', 'fantasy', 'romance', 'adventure', 'adult-fiction', 'epic', 'drama', 'historical-romance', 'science-fiction', 'children', 'speculative-fiction']",['Jean M. Auel'],[3.77]
74406,Fifth Business,"['historical-fiction', 'literary-fiction', 'classic', 'contemporary', 'adult-fiction', 'historical', 'mystery', 'war', 'fantasy', 'drama', 'magical-realism', 'religion']",['Robertson Davies'],[4.04]
74462,Unless,"['contemporary', 'literary-fiction', 'adult-fiction', 'family', 'drama']",['Carol Shields'],[3.63]
74532,George's Marvellous Medicine,"['children', 'fantasy', 'humor', 'young-adult', 'adventure', 'classic', 'comedy', 'family']","['Roald Dahl, Quentin Blake']",[4.02]
74731,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)","['humor', 'fantasy', 'comedy', 'horror', 'paranormal', 'urban-fantasy', 'contemporary', 'adult-fiction', 'religion', 'speculative-fiction']",['Christopher Moore'],[3.82]
74812,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,"['non-fiction', 'memoir', 'biography', 'psychology', 'science', 'family']",['Daniel Tammet'],[3.84]
74821,"Day by Day Armageddon (Day by Day Armageddon,#1)","['horror', 'science-fiction', 'dystopian', 'fantasy', 'thriller', 'adventure', 'military', 'urban-fantasy', 'action', 'war', 'science', 'paranormal', 'speculative-fiction', 'suspense']",['J.L. Bourne'],[4.01]
74824,"The Alexandria Link (Cotton Malone, #2)","['thriller', 'mystery', 'historical-fiction', 'adventure', 'suspense', 'action', 'historical', 'adult-fiction', 'suspense-thriller', 'conspiracy', 'contemporary', 'religion', 'crime', 'political-thriller', 'crime-thriller']",['Steve Berry'],[3.92]
74862,ماهی سیاه کوچولو,"['children', 'classic', 'adventure', 'young-adult', 'philosophy']",['Samad Behrangi'],[4.11]
74928,"Hellsing, Vol. 01 (Hellsing, #1)","['manga', 'horror', 'fantasy', 'graphic-novel', 'action', 'paranormal', 'urban-fantasy', 'humor', 'young-adult', 'adventure', 'religion', 'thriller', 'historical', 'science-fiction', 'mystery', 'drama', 'gothic']","['Kohta Hirano, Duane Johnson']",[4.28]
74997,"Five Run Away Together (Famous Five, #3)","['children', 'adventure', 'mystery', 'young-adult', 'classic']",['Enid Blyton'],[4.03]
74998,"The Magic Faraway Tree (The Faraway Tree, #2)","['fantasy', 'children', 'adventure', 'young-adult', 'classic']",['Enid Blyton'],[4.29]
75020,The Romanov Prophecy,"['thriller', 'mystery', 'historical-fiction', 'adventure', 'historical', 'suspense', 'action', 'crime', 'contemporary', 'suspense-thriller', 'conspiracy', 'adult-fiction']",['Steve Berry'],[3.9]
75024,"The Templar Legacy (Cotton Malone, #1)","['thriller', 'mystery', 'historical-fiction', 'adventure', 'suspense', 'historical', 'action', 'religion', 'suspense-thriller', 'crime', 'conspiracy', 'adult-fiction', 'contemporary', 'fantasy']",['Steve Berry'],[3.81]
75162,Soul on Ice,"['non-fiction', 'biography', 'memoir', 'politics', 'philosophy', 'classic', 'sociology', 'psychology', 'crime']",['Eldridge Cleaver'],[3.95]
76104,The Exploits of Sherlock Holmes,"['mystery', 'crime', 'classic', 'historical-fiction', 'historical', 'thriller', 'anthology', 'adventure', 'suspense', 'classic-literature']","['Adrian Conan Doyle, John Dickson Carr']",[4.4]
76171,We,"['science-fiction', 'dystopian', 'classic', 'politics', 'speculative-fiction', 'philosophy', 'fantasy', 'adult-fiction', 'literary-fiction', 'classic-literature', 'science']","['Yevgeny Zamyatin, Clarence Brown']",[3.95]
76179,Envy,"['romance', 'romantic-suspense', 'mystery', 'suspense', 'thriller', 'contemporary', 'crime', 'suspense-thriller', 'adult-fiction', 'drama']",['Sandra Brown'],[4.15]
76237,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),"['mystery', 'crime', 'classic', 'adventure', 'thriller', 'historical', 'suspense', 'historical-fiction', 'classic-literature', 'anthology', 'fantasy', 'adult-fiction', 'crime-thriller']","['Richard Lancelyn Green, Ronald Knox, Julian Symons, Various']",[4.4]
76248,Sherlock Holmes of Baker Street: A Life of the World's First Consulting Detective,"['mystery', 'non-fiction', 'crime', 'thriller', 'classic', 'historical-fiction', 'historical', 'anthology', 'classic-literature']",['William S. Baring-Gould'],[4.4]
76334,A New Earth: Awakening to Your Life's Purpose,"['spirituality', 'non-fiction', 'self-help', 'philosophy', 'psychology', 'religion', 'health', 'business']",['Eckhart Tolle'],[4.02]
76401,Bury My Heart at Wounded Knee: An Indian History of the American West,"['non-fiction', 'war', 'biography', 'historical', 'politics', 'classic', 'historical-fiction', 'western', 'sociology', 'memoir', 'military']",['Dee Brown'],[4.21]
76527,"The Life and Opinions of Tristram Shandy, Gentleman","['humor', 'classic-literature', 'comedy', 'literary-fiction', 'historical-fiction', 'adult-fiction']","['Laurence Sterne, Melvyn New']",[3.74]
76620,"Watership Down (Watership Down, #1)","['fantasy', 'young-adult', 'classic', 'adventure', 'children', 'classic-literature', 'adult-fiction', 'literary-fiction', 'dystopian', 'speculative-fiction']",['Richard Adams'],[4.05]
76658,"On a Pale Horse (Incarnations of Immortality, #1)","['fantasy', 'science-fiction', 'urban-fantasy', 'paranormal', 'mythology', 'humor', 'young-adult', 'science', 'speculative-fiction', 'adult-fiction', 'religion', 'adventure', 'romance', 'science-fantasy', 'contemporary']",['Piers Anthony'],[4.13]
76659,"Bearing an Hourglass (Incarnations of Immortality, #2)","['fantasy', 'science-fiction', 'urban-fantasy', 'adventure', 'paranormal', 'science', 'mythology', 'young-adult', 'humor', 'speculative-fiction', 'science-fantasy', 'romance', 'adult-fiction', 'epic']",['Piers Anthony'],[3.94]
76660,"With a Tangled Skein (Incarnations of Immortality, #3)","['fantasy', 'science-fiction', 'urban-fantasy', 'mythology', 'paranormal', 'adventure', 'science', 'young-adult', 'romance', 'contemporary', 'epic', 'science-fantasy', 'speculative-fiction', 'action', 'magical-realism']",['Piers Anthony'],[3.98]
76661,"Being a Green Mother (Incarnations of Immortality, #5)","['fantasy', 'science-fiction', 'urban-fantasy', 'mythology', 'paranormal', 'science', 'romance', 'young-adult', 'adventure', 'speculative-fiction', 'humor', 'epic', 'science-fantasy', 'magical-realism']",['Piers Anthony'],[3.95]
76664,A Spell for Chameleon (Xanth #1),"['fantasy', 'humor', 'young-adult', 'adventure', 'science-fiction', 'comedy', 'romance', 'speculative-fiction', 'adult-fiction', 'science']",['Piers Anthony'],[3.93]
76667,"Wielding a Red Sword (Incarnations of Immortality, #4)","['fantasy', 'science-fiction', 'urban-fantasy', 'science', 'war', 'mythology', 'adventure', 'paranormal', 'young-adult', 'romance', 'humor', 'adult-fiction', 'epic', 'science-fantasy', 'contemporary', 'philosophy', 'speculative-fiction', 'military', 'magical-realism']",['Piers Anthony'],[3.93]
76668,"For Love of Evil (Incarnations of Immortality, #6)","['fantasy', 'science-fiction', 'urban-fantasy', 'science', 'paranormal', 'young-adult', 'mythology', 'romance', 'speculative-fiction', 'adult-fiction', 'religion', 'adventure', 'science-fantasy', 'epic']",['Piers Anthony'],[4.1]
76679,Forward the Foundation (Foundation: Prequel #2),"['science-fiction', 'science', 'fantasy', 'speculative-fiction', 'adventure', 'classic', 'epic']",['Isaac Asimov'],[4.13]
76683,Foundation's Edge (Foundation #4),"['science-fiction', 'science', 'fantasy', 'speculative-fiction', 'classic', 'mystery']",['Isaac Asimov'],[4.08]
76688,Robots and Empire (Robot #4),"['science-fiction', 'mystery', 'science', 'fantasy', 'classic', 'speculative-fiction', 'crime']",['Isaac Asimov'],[4.17]
76706,"Track of the Cat (Anna Pigeon, #1)","['mystery', 'crime', 'thriller', 'suspense', 'cozy-mystery', 'western', 'contemporary', 'adventure', 'adult-fiction', 'action']",['Nevada Barr'],[3.86]
76740,The Demolished Man,"['science-fiction', 'mystery', 'crime', 'science', 'fantasy', 'speculative-fiction', 'classic', 'adventure', 'cyberpunk', 'dystopian', 'thriller']",['Alfred Bester'],[3.99]
76778,The Martian Chronicles,"['science-fiction', 'fantasy', 'classic', 'speculative-fiction', 'science', 'dystopian', 'adventure', 'adult-fiction', 'anthology', 'classic-literature', 'horror', 'young-adult']",['Ray Bradbury'],[4.12]
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,"['self-help', 'business', 'non-fiction', 'psychology', 'philosophy']",['James C. Collins'],[4.04]
76867,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)","['mystery', 'crime', 'thriller', 'suspense', 'crime-thriller', 'suspense-thriller', 'adult-fiction', 'detective-fiction', 'legal-thriller']",['Michael Connelly'],[4.12]
76889,100 Selected Poems,"['poetry', 'classic', 'non-fiction', 'anthology', 'classic-literature', 'philosophy']",['E.E. Cummings'],[4.32]
77013,As I Lay Dying,"['classic', 'literary-fiction', 'classic-literature', 'historical-fiction', 'adult-fiction', 'gothic', 'family', 'historical']",['William Faulkner'],[3.72]
77103,The Glass Palace,"['historical-fiction', 'historical', 'literary-fiction', 'contemporary', 'travel', 'war', 'drama', 'family', 'romance', 'adult-fiction']",['Amitav Ghosh'],[3.94]
77142,Snow Falling on Cedars,"['historical-fiction', 'mystery', 'historical', 'romance', 'literary-fiction', 'contemporary', 'adult-fiction', 'crime', 'war', 'drama', 'classic', 'suspense']",['David Guterson'],[3.8]
77156,"Plainsong (Plainsong, #1)","['literary-fiction', 'contemporary', 'adult-fiction', 'family', 'western', 'drama', 'historical-fiction']",['Kent Haruf'],[4.0]
77160,"Across the Nightingale Floor (Tales of the Otori, #1)","['fantasy', 'historical-fiction', 'young-adult', 'historical', 'romance', 'adventure', 'action', 'war', 'speculative-fiction', 'adult-fiction', 'drama', 'epic', 'contemporary']",['Lian Hearn'],[4.06]
77161,"Grass for His Pillow (Tales of the Otori, #2)","['fantasy', 'historical-fiction', 'young-adult', 'historical', 'romance', 'adventure', 'war', 'drama', 'speculative-fiction', 'contemporary', 'adult-fiction', 'young-adult-fantasy']",['Lian Hearn'],[4.01]
77163,Stones from the River,"['historical-fiction', 'historical', 'war', 'adult-fiction', 'literary-fiction', 'drama', 'contemporary']",['Ursula Hegi'],[4.07]
77203,The Kite Runner,"['historical-fiction', 'contemporary', 'adult-fiction', 'historical', 'drama', 'war', 'literary-fiction', 'young-adult', 'non-fiction', 'classic', 'family']",['Khaled Hosseini'],[4.26]
77262,Animal Dreams,"['contemporary', 'adult-fiction', 'literary-fiction', 'romance', 'drama', 'magical-realism', 'family', 'historical-fiction']",['Barbara Kingsolver'],[4.05]
77270,The Jungle Book,"['classic', 'fantasy', 'children', 'adventure', 'young-adult', 'classic-literature', 'historical-fiction']",['Rudyard Kipling'],[3.94]
77276,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)","['fantasy', 'young-adult', 'science-fiction', 'children', 'speculative-fiction', 'adventure', 'classic', 'ya-fantasy', 'religion', 'young-adult-fantasy', 'urban-fantasy']","[""Madeleine L'Engle""]",[4.13]
77281,The Far Side Gallery,"['humor', 'comedy', 'graphic-novel', 'non-fiction', 'fantasy', 'anthology', 'children', 'manga']",['Gary Larson'],[4.42]
77295,Gift from the Sea,"['non-fiction', 'memoir', 'self-help', 'spirituality', 'philosophy', 'biography', 'contemporary', 'family', 'classic-literature']",['Anne Morrow Lindbergh'],[4.18]
77298,Aunt Julia and the Scriptwriter,"['romance', 'literary-fiction', 'humor', 'magical-realism', 'adult-fiction', 'contemporary', 'historical-fiction']","['Mario Vargas Llosa, Helen R. Lane']",[3.9]
77366,"The Hero and the Crown (Damar, #2)","['fantasy', 'young-adult', 'adventure', 'ya-fantasy', 'romance', 'children', 'young-adult-fiction', 'speculative-fiction', 'classic', 'action', 'war', 'epic', 'fairy-tale', 'science-fiction']",['Robin McKinley'],[4.21]
77368,Spindle's End,"['fantasy', 'young-adult', 'romance', 'fairy-tale', 'ya-fantasy', 'adventure', 'young-adult-fiction', 'children', 'young-adult-fantasy', 'historical', 'adult-fiction']",['Robin McKinley'],[3.79]
77378,The Seven-Percent Solution,"['mystery', 'historical-fiction', 'crime', 'historical', 'thriller', 'adventure', 'psychology', 'classic', 'detective-fiction', 'suspense']",['Nicholas Meyer'],[4.14]
77390,"Anne of Avonlea (Anne of Green Gables, #2)","['young-adult', 'historical-fiction', 'classic', 'children', 'historical', 'romance', 'young-adult-fiction', 'classic-literature', 'family']",['L.M. Montgomery'],[4.21]
77391,"Anne of Ingleside (Anne of Green Gables, #6)","['young-adult', 'historical-fiction', 'classic', 'children', 'historical', 'romance', 'young-adult-fiction', 'family', 'classic-literature']",['L.M. Montgomery'],[4.05]
77392,"Anne of the Island (Anne of Green Gables, #3)","['young-adult', 'historical-fiction', 'classic', 'romance', 'children', 'historical', 'young-adult-fiction', 'classic-literature', 'family', 'drama']",['L.M. Montgomery'],[4.21]
77394,"Anne's House of Dreams (Anne of Green Gables, #5)","['young-adult', 'historical-fiction', 'classic', 'children', 'romance', 'historical', 'young-adult-fiction', 'classic-literature', 'family']",['L.M. Montgomery'],[4.12]
77395,"Rainbow Valley (Anne of Green Gables, #7)","['young-adult', 'historical-fiction', 'classic', 'historical', 'romance', 'family', 'young-adult-fiction', 'children', 'classic-literature', 'adventure']",['L.M. Montgomery'],[4.0]
77398,Gap Creek,"['historical-fiction', 'historical', 'adult-fiction', 'drama', 'literary-fiction', 'romance', 'contemporary', 'family']",['Robert Morgan'],[3.71]
77427,H.M.S. Surprise,"['historical-fiction', 'historical', 'adventure', 'war', 'military', 'action']","[""Patrick O'Brian""]",[4.42]
77430,Master and Commander,"['historical-fiction', 'adventure', 'historical', 'war', 'military', 'classic', 'action', 'adult-fiction', 'literary-fiction']","[""Patrick O'Brian""]",[4.1]
